content,svm_sentiment,bayes_sentiment,df_scores,df_score_senti
网上 看 了 测评 说实话 开始 知道 笔记本 舍弃 了 比如 摄像头 还有 背光 键盘 换来 了 代 i7 内存 有得有失 吧 配置 华为 联想 有 摄像头 背光 键盘 价格 差 到 了 四位数 迫于 预算 有限 华为 系统 问题 入 了 感觉 小米 质感 有所 欠缺 小米 厚 购买 可能 会 考虑 小米 了 了 背光 键盘 摄像头 打游戏 i7 i5 区别 实在 感觉 出来 hellip ,消极,积极,14.806,积极
运行 速度 一般 屏幕 效果 好 散热 性能 好 外形 外观 漂亮 轻薄 程度 够 薄 特色 键盘 很 舒服 窄 边框 笔记本 看着 漂亮 键盘 手感 好 触摸板 一般 传统 厂商 生产 笔记本 也好 唯一 可惜 是 自带 office 没有 激活 卸载 东西 时候 误删 了 得 去 小米 售后 门店 才能 装 回来 激活 ,消极,积极,36.28,积极
运行 速度 屏幕 效果 漏光 有点 严重 行 散热 性能 散热 强 啊 风扇 声音 有点 大 外形 外观 很 商务 轻薄 程度 不重 ,积极,积极,6.98,积极
电脑 很漂亮 指纹 解锁 方便 屏幕 色彩 很 鲜艳 很 不错 伙伴 了 希望 能 学会 熟练掌握 软件 flag 主要 目的 是 学习 打游戏 加油 ,积极,积极,13.703,积极
买 送货 速度 不用说 了 吧 收到 货 不久 了 一段时间 来 评价 性能 留意 久 了 看 搞 活动 立马 下单 了 便宜 了 打开 包装 惊艳 非常简单 设计 配置 作为 学生 党 办公 看剧 足够 了 能 玩游戏 哦 forall 键盘 好 没有 松动 情况 键程 合适 接口 少 了 侧身 开孔 确实 没有 插网 接口 需要 另购 转 接口 毛病 语音 助手 作用 说不上 话 屏幕 没有 漏光 情况 屏 占 比高 色域 饱和 散热 情况 使用 感觉 电脑 买 了 小米 手机 手环 是 小米 忠实 米粉 哈哈哈 总体 机器 不错 值得 购买 赞 ,消极,积极,29.454,积极
机身 质感 不错 程序运行 流畅 噪音 小 屏幕 色彩 清晰 办公 家用 绰绰有余 ,积极,积极,10.347,积极
运行 速度 挺快 轻薄 程度 不算 轻 薄 屏幕 效果 设置 偏亮 调 暗 了 外形 外观 老婆 喜欢 可惜 粉色 断货 开机 全程 小爱 语音 指导 人性化 适合 老婆 电器 外形 不错 银黑 符合 审美 性能 文案 足够 了 玩 个 游戏 凑合 ,积极,积极,28.604,积极
屏幕 效果 有点 漏光 ,消极,积极,0.434,积极
感觉 nice 运行 流畅 散热 功能 好 感觉 很 适合 小 仙女 粉粉 啊 老夫 少女 心 开始 很 了解 电脑 哥哥 介绍 外表 抓住 了 心 使用 感 好 说 电脑 不能 买 好看 好看 不 耐用 觉得 笔记本 让 满意 使用 感 好 nice 性能 好 性价比 高 吹 爆 redmibook 很 适合 学生 党 好 推荐 买 女生 买 电脑 看 颜值 颜值 性能 在线 超级 适合 了 ,消极,积极,50.505,积极
快递 时效 没有 问题 买 送到 电脑 开机 速度 新机 反应 知道 一段时间 会 不会 卡 最大 问题 是 电脑 会 漏电 漏 麻 吓人 了 客服 说 是 静电 麻成 了 手 弹开 了 说 是 让 拿 去 检测 中心 检测 检测 出 有 问题 售后 意思 是 检测 出没 问题 了 服务态度 好 好 服气 了 电脑 休眠 没 办法 焕醒 了 需要 强制 关机 重启 电脑 垃圾 ,消极,消极,-15.936,消极
伤痕 还好 继续 努力 ,消极,积极,0.519,积极
运行 速度 快 屏幕 效果 佳 散热 性能 好 外形 外观 大方 轻薄 程度 合适 ,积极,积极,17.491,积极
运行 速度 个人 觉得 挺快 是 新机 屏幕 效果 屏幕 很大 看着 不错 散热 性能 久 了 会 有 发热 CPU 温度 有 显示 外形 外观 颜值 高 超 喜欢 轻薄 程度 薄 是 挺薄 有点 重 大 轻 价 买不到 吧 特色 个人 觉得 音效 太好了 听歌 效果 巨 好 总体 觉得 很 不错 了 买 有 犹豫 了 要 不要 买 让 失望 喜欢 喜欢 大屏幕 选择 ,消极,积极,30.699,积极
运行 速度 好 屏幕 效果 pretty 散热 性能 玩游戏 温热 看电视 温温 而已 没有 听到 风扇 声音 外形 外观 低调 奢华 轻薄 程度 女生 有点 大 不算 重 特色 物流 挺快 包装 好 ,积极,积极,29.237,积极
宝贝 不错 运行 流畅 无卡顿 高端 笔记本 处理器 价位 配置 知足 了 办公 处理 文档 很 不错 是 价位 边框 最窄 了 便携 美观 对比 了 家 客服 好 不错 满意 ,积极,积极,33.427,积极
运行 速度 着 流畅 没有 卡顿 情况 屏幕 效果 显示 清楚 不错 散热 性能 玩游戏 办公 没有 体验 到 散热 性 轻薄 程度 轻薄 度 好 外形 外观 时尚 是 喜欢 风格 ,积极,积极,24.015,积极
外壳 手感 不错 不会 有 电 感觉 办公 不错 ,积极,积极,7.809,积极
优点 屏幕 素质 不错 固态 硬盘 厚道 全金属 机身 有 质感 MX150 显卡 游戏 够用 键盘 手感 挺棒 有 C 口 缺点 屏幕 不能 度 开启 合 屏幕 时候 有 圆弧状 蜜汁 凸起 没有 完全 合拢 带 网口 注定 是 家用 商务 搭边 大 个 本子 内存 是 焊死 不能 增加 ,消极,积极,7.032,积极
运行 速度 电脑 接口 不够 丰富 散热 行 外观 时尚 电脑 轻薄 适合 出差 携带 屏幕显示 效果 清晰 流畅 画质 细腻 总体 喜欢 小米 电脑 买 了 了 ,积极,积极,24.21,积极
运行 速度 买 小米 笔记本 G 运行 内存 玩 了 了 运行 速度 流畅 了 软件 全部 打开 远行 不卡 不错 下载 了 大型 网络游戏 玩起来 是 流畅 屏幕 效果 开机 呢 电脑 显示屏 让 眼前一亮 高清晰度 画面感 超强 让 人 看起来 有 很 舒适 感觉 看电视 效果 不错 很 清晰 特色 台 小米 笔记本 呢 亮点 有 处 开机 时候 有 人工智能 语音 助手 语音 提示 流程 操作 正确 使用 方法 提示 完成 注册 登录 进入 电脑桌面 是 清晰 整洁 联网 接收 信号 强 速度 快 ,消极,积极,53.321,积极
运行 速度 开机 速度 快 运行 速度 快 运行 CAD 流畅 外形 外观 精美 ,积极,积极,10.304,积极
i7 强大 流畅 下个 逆战 玩玩 买 到 京东 真赞 ,积极,积极,8.605,积极
运行 速度 挺快 秒 到达 解锁 界面 屏幕 效果 用来 做 功课 看 电视剧 有时候 玩 模拟 人生 屏幕 要求 高 能 使用 散热 性能 办公 看 电视剧 温度 低 到 没有 玩游戏 是 会 发烫 没有 到 烫手 地步 需要 配备 散热器 使用 外形 外观 买 了 灰色 高贵 大气 上档次 喜欢 A 面 简洁 logo 可惜 是 D 面 贴纸 有点 难看 轻薄 程度 轻薄 特色 有点 重 追求 大 屏幕 玩游戏 看 电视剧 买 吧 小声 bb 额外 买 了 能装 电脑 书包 舍得 买 贵 书包 了 料子 做工 图案 好 了 ,消极,积极,35.335,积极
运行 速度 屏幕 效果 显示 好 散热 性能 适配器 散热 外形 外观 好 全金属 轻薄 程度 超薄 特色 好 完美 运行 LOL 游戏 ,积极,积极,21.518,积极
信赖 小米 品牌 选择 了 小米 笔记本 性价比 超高 买 孩子 孩子 使用 说 超轻薄 金属 质感 不错 希望 小米 不会 让 米粉 失望 ,积极,积极,22.388,积极
用来 办公 看 电影 不错 了 适合 打游戏 代 i5 处理器 运行 速度 室友 代 i5 速度 有 肉眼 可见 提升 外观 简洁 大方 银灰色 外壳 看起来 有 科技 感 笔记本 整体 很薄 屏幕显示 效果 同等 价位 算是 好 自带 散热 系统 散热 性能 好 唯一 美中不足 地方 没有 摄像头 视频 聊天 买 接 摄像头 ,消极,积极,37.236,积极
运行 速度 事情 流畅 迅速 屏幕 效果 色彩 一流 啊 巨 好看 看 视频 享受 散热 性能 风扇 会响 摸 着 烫 很棒 得 外形 外观 好看 很 简便 朴素 轻薄 程度 很薄 轻巧 特色 运行 很 不错 主要 是 便宜 性价比 高 ,消极,积极,28.534,积极
小米 产品 信任 电脑 买来 天 不到 使用 不到 小时 发生 情况 鼠标 点击 无限 只能 重启 电脑 麻烦 告知 解决 ,消极,消极,-6.569,消极
小米 产品质量 性价比 是 好 好 货 值得 购买 全 五星 好评 ,积极,积极,14.305,积极
运行 速度 不错 啦 装 了 linux 不卡 屏幕 效果 确实 不能 游戏 感觉 色彩 好 散热 性能 发热 行 接受 吧 linux 骂 代码 基本 发热 外形 外观 属于 轻薄 程度 一般 特色 手环 解锁 很 不错 ,积极,积极,15.073,积极
电脑 不错 外观 漂亮 使用 流畅 京东 物流 没话说 快 满意 ,积极,积极,16.194,积极
总体 好 裸机 有点 让 人 舒服 应该 起码 配 电脑包 还有 网线 转 接口 大 个 旗舰店 配 总共 加 起来 罢了 有点 扣 电脑 不错 运行 速度 快 屏幕 效果 高清 散热 性能 好 外形 外观 好看 轻薄 程度 中等偏上 吧 ,积极,积极,26.243,积极
运行 速度 运行 速度 挺快 感觉 不到 卡顿 流程 屏幕 效果 屏幕 效果 好 个人 满意 轻薄 程度 笔记本 很 轻薄 不愧为 轻薄 外形 外观 外观 很 惊艳 开箱 惊艳 到 了 ,积极,积极,25.908,积极
入手 感觉 不错 ,积极,积极,4.006,积极
运行 速度 新款 pro 运行 流畅 屏幕 效果 颜色 好 看着 很 舒服 散热 性能 跑 了 运行 游戏 时 散热 不错 外形 外观 大气 轻薄 程度 很 轻薄 还有 质感 档次 ,消极,积极,34.496,积极
运行 速度 速度 不错 屏幕 效果 显示 效果 好 散热 性能 玩游戏 浏览 网页 不怎么 热 风扇 声音 耳朵 贴近 电脑 听 不到 会 知道 了 外形 外观 是 台 电脑 满意 地方 轻薄 程度 厚薄 满意 特色 连接 Wifi 时 会 断 网 联系 客服 说 让 小米 商城 下载 无线 网卡 驱动 下载安装 好 了 发生 断网 情况 待 使用 一段时间 追评 有 电脑高手 看到 评价 可回复 指点 断网 处理 是 硬件 问题 软件 问题 请 赐教 评价 是 用后感 ,消极,积极,27.234,积极
相信 烂 到 收到 风扇 声音 好像 电机 大 申请 售后 更换 了 回来 发现 无法 开机 说真的 听说 小米 烂 没想到 烂 ,消极,消极,-5.384,消极
包装 很 严实 了 了 不错 运行 速度 开机 引导 慢 是 屏幕 效果 很 不错 屏幕 很大 效果 好 散热 性能 没有 听到 很大 散热 声音 散热 效果 不错 外形 外观 很 高档 灰色 轻薄 程度 是 重点 一般 女生 提得 动 重 大 笔记本 喜欢 轻薄 小巧 可爱 女生 慎入 ,消极,积极,47.735,积极
运行 速度 挺快 开机 屏幕 效果 很 不错 散热 性能 办公 好 玩游戏 可能 风扇 声音 大 外形 外观 颜值 高 ,积极,积极,13.205,积极
运行 速度 好 好 屏幕 效果 好 好 好 好 好 好 好 散热 性能 散热 较差 是 便携 通病 不怪 ta 喜欢 喜欢 喜欢 喜欢 喜欢 喜欢 外形 外观 好看 好看 喜欢 满足 轻薄 程度 轻薄 书 厚 喜欢 喜欢 喜欢 喜欢 喜欢 特色 没有 摄像头 用不着 省 摄像头 贴上 了 没 降价 挺好 买 时候 充电 头 老式 感觉 没有 与时俱进 很 笨重 唯一 喜欢 地方 了 ,消极,积极,70.195,积极
运行 速度 挺快 买来 主要 看 轻薄 程度 很 轻 外形 外观 散热 性能 屏幕 效果 舒服 ,积极,积极,10.539,积极
完美 轻薄 外观 好看 性能 力 主要 用来 办公 够用 了 很 喜欢 运行 速度 办公 软件 开 M 大 内存 PPT 起来 有 卡顿 办公 软件 是 秒 开 PS 运行 起来 流畅 屏幕 效果 好 很 清晰 没有 出现 色差 看起来 很 舒服 散热 性能 散热 效果 强 有时候 风扇 声音 有点 大 影响 大 轻薄 程度 很 薄 大本 笔记本 差不多 厚度 拿 起来 舒适 特色 小米 画报 图片 丰富 好看 充满 美感 ,消极,积极,54.889,积极
运行 速度 棒极了 字 快 屏幕 效果 效果 佳 散热 性能 行 没 发现 问题 外形 外观 挺酷 轻薄 程度 轻薄 特色 好 下单 送到 快 了 ,积极,积极,19.594,积极
处理器 pro 香 了 升级 了 硬盘 到 T 内存 到 支持 wifi6 还有 小米 互传 外形 很漂亮 A 面 有点 割手 充电器 很小 适合 移动 人群 联盟 高画质 基本 能 保持 帧 C 面 键盘 有点 烫手 推荐 玩游戏 配 个 散热器 啦 推荐 入手 哈哈 ,消极,积极,22.249,积极
运行 速度 超级 慢 屏幕 效果 散热 性能 外形 外观 轻薄 程度 行 特色 电脑 回来 卡 垃圾 要死 ,积极,积极,10.537,积极
轻薄 程度 无语 了 office 激活 不了 说 了 出现 空格键 自动 输入 问题 有 视频 证 通电 金属 面板 有 明显 麻木感 ,消极,消极,-0.341,消极
运行 速度 开机 一般 轻薄 程度 轻巧 不足之处 在于 开机 黑屏 状态 明显 漏光 显卡 属于 低端 玩 lol 浮动 搭载 win10 家庭版 系统 权限 没有 还有 磁盘 bitlocker 是 个 坑 ,消极,积极,-1.628,消极
运行 速度 快 屏幕 效果 算 清晰 散热 性能 散热 好 外形 外观 颜色 好看 屏幕 边框 喜欢 轻薄 程度 轻薄 ,积极,积极,20.592,积极
外形 外观 时尚 大方 适合 办公 学生 实用 很漂亮 质感 不错 A 面 logo 没有 过 繁杂 图案 大方 屏幕 效果 显示 效果 不错 色彩艳丽 肉眼 看不出 颗粒感 轻薄 程度 轻巧 女生 感觉 大 重 运行 速度 处理器 效果 不错 自带 屏保 有点 问题 卸载 好 了 ,消极,积极,50.095,积极
运行 速度 不错 处理器 很 不错 了 屏幕 效果 屏幕 百分比 调到 完美 适应 了 散热 性能 不错 没有 明显 造型 外形 外观 很 不错 啊 很 年轻 轻薄 程度 不算 薄 ,积极,积极,27.826,积极
不错 下单 送到 力 ,积极,积极,4.828,积极
质感 好 价格便宜 运行 流畅 起来 性价比 高 好 电脑 ,积极,积极,10.847,积极
拿到 手 感觉 不错 轻薄 方便 携带 i7 cpu g 内存 还有 g ssd 价 算是 同类 配置 性价比 高 了 减 了 块 价格 入手 超值 外观设计 大气 认为 是 不错 购物 体验 电脑 值得 拥有 ,积极,积极,29.617,积极
屏幕 效果 屏幕 分辨率 不错 运行 速度 运行 起来 挺快 轻薄 程度 轻薄 机子 外形 外观 外观 个人 喜欢 ,积极,积极,17.343,积极
出人意料 好 玩游戏 基本 听 不到 风扇 声 尺寸 算 便携 了 屏幕 是 京东方 色域 游戏 流畅 主流 配置 接口 齐全 散热 OK 出头 能 做工 很 不错 了 小 缺点 影响 使用 渣想 诚意 满满 没有 黑 地方 好评 ,积极,积极,28.788,积极
英寸 屏幕 分辨率 FHD 级别 deg 防眩 光 亮度 尼特 黑色 键帽 白色 字样 键帽 间距 尺寸 大 后置 扬声器 音质 挺不错 裸机 重 kg 厚度 重量 控制 主流 水平 USB 接口 USB 接口 HDMI 高清 显示 接口 耳机 插孔 基本 满足 使用 玩 英雄 联盟 流畅 吃 鸡 差点 时间 长 了 CPU 温度 搞 得 厉害 性价比 不错 ,积极,积极,19.828,积极
运行 速度 G 速度 运行 很爽 屏幕 效果 细腻 外形 外观 简洁 ,积极,积极,13.52,积极
运行 速度 快 屏幕 效果 佳 散热 性能 好 外形 外观 美 轻薄 程度 薄 特色 猜 ,积极,积极,19.541,积极
东西 没有 摄像头 符合 着 合适 有 喜欢 问问 客服 个人 喜欢 保修卡 是 纸质 版 问清 客服 物流 速度 好 东西 值得 分享 ,积极,积极,16.697,积极
是 价格 低 i7 起来 感受 有时候 风扇 声音 很大 有时候 电脑 会 出现 像是 磁盘 转 滋滋 声 金属 质感 打字 时候 手腕 处 凉凉的 感 好 续航 能力 小时 吧 重量 有点 沉 掂 着 走 累 了 字体 放大 应用 字 会 有点 模糊 唯一 遗憾 是 不能 加 内存条 知道 能 顶用 真香 ,消极,积极,7.969,积极
心仪已久 小米 笔记本 了 配置 高 颜值 高大 运行 速度 正好 活动 舍得 下手 小米 棒棒 哒 京东 送货 速度 国货 当自强 ,积极,积极,18.079,积极
运行 速度 开机 Prime 屏幕 效果 屏幕 小 很 清楚 很 舒服 散热 性能 散热 效果 不错 外形 外观 金属 机身 喜欢 大气 轻薄 程度 轻薄 方便 携带 很 重 特色 office 激活 为难 了 找 客服 帮助 客服 耐心 解释 好评 感谢 ,积极,积极,37.844,积极
此 用户 未填写 评价 内容 外观 很 看着 舒服 log 合适 很 突兀 厚度 合适 重量 轻盈 显示 看着 舒服 刺眼 没有 漏光 断线 没有 小米 常见 风扇 拖拉机 问题 ,积极,积极,13.349,积极
运行 速度 快 屏幕 效果 明亮 散热 性能 基本 没有 热度 外形 外观 时尚 轻薄 ,积极,积极,16.39,积极
运行 速度 好 卡 开机 进不去 主 界面 不出 输 密码 界面 很烦 进去 不动 任务栏 体验 感 不错 小毛病 希望 少 卡屏 屏幕 效果 好 散热 性能 没有 发热 现象 看电视 升温 而已 满意 外形 外观 美爆 了 喜欢 干净 外表 轻薄 程度 满意 特色 特色 同类 配置 稍 便宜 吧 外观 好看 有 质感 ,消极,积极,36.783,积极
电脑 很 不错 买 顶配 性能 很 满意 CPU 低 了 高 版本 完美 了 性价比 好 散热 对比 轻薄 出色 重量 KG 重 了 配置 不算什么 了 ,积极,积极,24.191,积极
运行 速度 运行 速度 快 屏幕 效果 屏幕 效果 好 看起来 很 舒服 散热 性能 散热 功能 好 外形 外观 外观 很 好看 轻薄 程度 电脑 很 轻薄 特色 起来 舒服 ,消极,积极,27.532,积极
